,comment,toxic
10540,сижу danycom тариф кислород - 10гб 300 мин 50 мин беды знаю,0
10541,как-то слишком большая территория,0
10542,такая штука стоит около 4 лямов сканирует всё помещение переводит сразу 3d,0
10543,дом.рф - государственная контора бывшее аижк ставки ниже банков ещё какие-то условия раньше банка дом.рф платежи принимали втб кстати правильно понял ситуацию деньги отправили втб счёт дом.рф пришли мгновенно где-то пути заёмщик начал паниковать буянить ещё журналистам обратился лол,0
10544,черт знает кукурузники вполне эффективны сегодняшними ценами топливо дроны керосине летают грузоподьемность крохотная поливе разбрызгивании удобрений речи идти точечная обработка вредителей непосредственно зараженных растений вполне перспективна,0
10545,готов подписаться - просвети считал любой глобальный проект - глобальный предполагает участие множества стран множества участников также предполагается определенное соучастие проекте числе контроле начинки ошибаюсь доля китая ?,0
10546,пока ток 5 рублей подсунули чуюю ещё вечер ...,0
10547,90-е подворачивали чаще из-за излишней длины штанин вырост пережиток 80-х,0
10548,ставлю вариант инвалид психике,1
10549,"свердловской нахожусь топливо влияет нормированное теплосопротивление стены вопрос утеплять 375 блок ? 375мм d500 свердловской области пройдёт никак утепления пройдёт нормативу решили d600 утеплять итоге ? утепления r 2,85 - очень слабенький результат",0
10550,извините написал неправильно реактивном характере нагрузки включены всякие моторы нагреватели ибп разность токов превысить 10 ма узо сработает,0
10551,способ обхода законов используют недобросовестные работодатели вообще суть закона материальные наказания запрещены работник косячит - берите письменное объяснение нескольких увольняйте статье такая логика целом согласен система штрафов - наиболее дебильная система контроля качества работы умолчанию выстраивает напряженные отношения работодателем работником,0
10552,мужчина который ходит 1 туфли летние 2 берцы зимние 3 минимум одна универсальная пара порвалось что-то выше представленного 4 кроссы 5 сланцы сандали 40 пар 2 особо обойдешься,0
10553,обе страны пытаются навязать свои планы другим государствам влиять поведение исторически сложилось ссср угрожал буквально всему миру мировой революцией получил ответку нато ссср развалился нато осталось,0
10554,скоро дороге деревню самое,0
10555,та херня неделю заменил осмос года полет нормальный забыл накипь фильтры год меняю день меньше 10 литров уходит готовка 5 литров увлажнитель воздуха,0
10556,люди могущие сделать тысячу образов одной точки могут представляться разными личностями !,0
10557,менее друзья сказать второго такого фредди сих пор внешности той энергии магнетизма магии первый увидел фредди телику 1986 году показался очень мужественным героическим 90х узнал разноплановым шоке интересно обиду сказано члена группы queen традиционными женатыми помогло фредди выбрать маршрут,0
10558,очень тех пор пока человек начинает буквально требовать автомобилистов расширили дорогу очевидно ущерб другим людям расширить проезжую часть либо счет тротуаров либо счет зеленых насаждений либо счет площадей занятых застройкой хотя метод нечасто используется никто говорит запрете личного транспорта приоритете все-таки личный взгляд должен стоять общественный удовлетворяющий потребности большей части населения делающий эффективнее точки зрения других видов транспорта,0
10559,секс - вообще отличный сбрасыватель любого стресса универсальный механизм восстановиться понимаю моралистов постоянного партнера отменяет разовые акции ? че из-за принципов непонятных радости-то лишать ?,0
10560,попутал лрк 7.5 страна игр поставила менее мании своих косяков хватало например disciples 3 8.5 баллов следующем месяце назвали худшей стратегией года,0
10561,поподробнее первый слышу слои пробетонированы демонтировать,0
10562,йота мегафна ? никаких контентных подписочных полный безлимит кайф,0
10563,немного удивлён её доля наследстве 5 8 никак 1 8,0
10564,пауэр-банк фунциями телефона,0
10565,возьмите любой документ подписанный кем-то каким образом будете устанавливать документ подписал именно человек ? эксперт почерковедческая экспертиза однозначное доказательство каждый верит поверил реально неоспоримых фактов гораздо меньше таковыми выставляют,0
10566,тесты днк коем случае делать обязательными угнетение русские люди начнут договариваться результатах обмана станет ещё идея сама просто огонь работать,0
10567,первый сезон пересматривает норм другие смотреть,0
10568,получается 12 часов день выходных работала верится что-то,0
10569,крайняк пластиковые бамбуковые салфетки счёт конструкции - легче мыть легче,0
10570,шелкография - дешево результат зависит навыков качества расходников остальные способы кроме прямой промышленной печати ткань долго изделии задержатся,0
10571,девочками ! политической проституткой ...,1
10572,дээээ значит морская вода окисляет танковая толстая сталь начинает сыпаться воздухе,0
10573,башку высунул решил белый медведь лезет думал нехера мужика белый медведь дворе цепи сидит !,1
10574,значит 5-6 рублей ?,0
10575,отдыхали позапрошлом году неподалеку гостиницы псоу арендовали частный дом 4000 сутки четверо часто ходили рынок покупать сувениры специи тд нормально поторговаться специи скидывал цену 30 подарок выпросил банку аджики бутылку ткемали рядом торговали овощами часто скидывали цену немножко наглости довольно легко торговаться вполне неплохо отдохнуть море кстати чистое сентябрь проблем здоровьем кстати предоплату просили дня проживания оплатили никаких проблем,0
10576,доставкой вышло 1100. некоторых доставкой 900 выходит,0
10577,удачи демо экзамене парень worlskills межотраслевой 4 раза гонял оак hi tech пробился,0
10578,оперативность .. ситуации списанием разобрались - программная ошибка менее пожалуй останусь своём мнении согласитесь - безлимитный интернет платный безлимит некоторых приложений всё разные вещи ! касается раздачи - нужна принципе понимаю ваша вина - жизнь такая видимо .. вк стала платной музыка пропал безлимит молоко разливают 900 .. роуминг ещё появился внутри рф ?,0
10579,99-ый год прошлого века всяким пустякам милицию обращались сразу заяву полицию разобравшись сегодня работает компетентных людей которые вообще любят разбираться чём-либо ...,0
10580,козы коровы итак жили отапливаемом гараже,0
10581,всё однозначно участок приобретен брака строительство дома подведение коммуникаций другие модернизации участке совместной жизни увеличивают стоимость дом снесли узаконенный план строительства равно увеличивает стоимость участка увеличение стоимости произошло период брака второй супруг разводе имеет право часть имущества,0
10582,вкладываю дохуя денег вашей логике должен искать девушек которые могут обеспечить,0
10583,вчк армии маленьких стран будут крупных свои проекты разработка дороже покупки,0
10584,фото точно отображает моё состояние пятый час игры монополию,0
10585,просто осуществляется обещанное девочке гарантирован отличный секс руководства,0
10586,уфе минимальная стоимость заказа 125 р приоритета комиссия 19 едешь заказ 1-2 км везёшь пасса 6км 114 р получаешь 101 р. нафига бонусы ? дайте адекватную цену умеренную комиссию,0
10587,курсе торговли брокера валютной секции московской биржи нужно размер лота - 1000 единиц валюты использовать плечо реально 250- 300 торговать желании,0
10588,активно кажется обкатывают продукт нафига нужен никотин дыма ? вэйпы народ активно парит,0
10589,перейдя учебную группу fsa10 видим группа закрыта скорее использовалась используется обучения студентов группе аж целых 128 человек бинго ! шапке группы ждёт клад всё сайт значит одно сайт действительно является настоящим используется обучения студентов какие мотивы автора соврать выстроить ложные обвинения непонятно возможно ныне популярная ловля хайпа обсирании других либо чей заказ - точно узнаем лично вижу такую картину преподаватель разошёлся вышеупомянутой академией автора решил дальше продолжать вести курс обучение возможно договоренность первоначальной использовании лицензии которая осталась академии видимо пошло академия вздулась преподавателя отрицает существование данного курса сайта,0
10590,эм суммы наследства ? ладно ? давайте студию статью гк которая устанавливает размер обязательств превышать размер имущества пропорционально наследство доля причём пропорция такая - процент имущества унаследовали процент долгов оплатите объясню пальцах получили 100тыр 200тыр 50 наследственной массы значит долгов заплатите 50 2миллиона - ваш иначе работает вводите людей заблуждение,0
10591,веганства мозги высохли,1
10592,делали понятно очередной инфантильный дурачок способный отвечать свои действия,1
10593,умному существу идти свинопрезики ? полутораметровый клоун - отличный символ нации неудивительно списках лидеров,1
10594,хохлов свиньями называли ещё наши деды,1
10595,нофый натащьк прибыл типеря руським будит доват турка ой коч ахкес !,1
10596,двачую ! заебала вся эта шайка,1
10597,слушай лысого пиздабола посмотрел высер каждом слове пиздеж гнилой пидор воложанин ... этим парашным проектом 5 лет наблюдал первого выпуска гнилые качёк первый выпуск выложил ютуб получил порцию ссанины ебало сделал высер которого лысый пидор весь смысл скопировал своём видосе выше,1
10598,каждый решит умереть умереть вообще рещая жизнь смерть становишься истинно свободным,1
10599,твою женушку могут набутылить петух,1
10600,рили всратый таким-то ебанутым носом,1
10601,причем зоошиза реально токсичный маленький дегенерат способный лишь слабым доверяющим тебе существом издеваться мимо-не-любитель-животных,1
10602,мд сидят обиженные мужики которые обиделись баб дают писку ебат,1
10603,просто куколд ебаный,1
10604,перенесём столицу обратно киев ?,1
10605,дайте цуиь марголиус резал пьяне жалюзи,1
10606,точки зрения арифметики опровергнуть однако точки зрения математики выражение имеет смысла лежит поле вещественных чисел рассматриваться задача,0
10607,аляске пост мэра занимал кот протяжении 20 лет какими-то хохлами сможет справиться ?,1
10608,отборочную комиссию обьявят расистами,1
10609,ебать папич собака семадога обосрал начале,1
10610,1 апреля пять миллионов украинцев могут остаться воды из-за долгов водоканалов четверг 21 марта заявила вице-президент ассоциации укрводоканалэкология ольга бабий пресс-конференции киеве сообщает укринформа ассоциация водоканалов решила предупредить возможности наступления последствий говорим около пяти млн населения украины никто вмешается 1 апреля останутся воды - сказала бабий отметила 1 января 2019 вступил силу закон украины рынке электроэнергии который должен разрушить монополию облэнерго поставку электричества поэтому водоканалы могли покупать рынке дешевую электроэнергию новому закону поставки электроэнергии осуществляются условиях 100 предоплаты услугу водоканалов последние пять лет накопились долги потребленную электроэнергию общую сумму шесть млрд грн словам бабий долги водоканалов энергоснабжающими компаниями возникли из-за тарифах воду учтен рост цены электроэнергию стоимость которой водоканалов выросла 25 37 согласно требованиям закона водоканалы согласно новому закону должны заключить договора поставку электроэнергии свободном рынке предприятия начали проводить тендеры закупку дешевой электроэнергии тендеры приходили энергоснабжающие розничные компании говорили ненадежные плательщики будете вовремя платить - сообщила вице-президент ассоциации информации около 30 водоканалов которые заключили договора получают электроэнергию поставщика последней надежды которым определено гп укринтерэнерго укринтерэнерго многих водоканалов возник долг связанный несоответствием тарифов воду новым ценам электричество известно 1 апреля истекает срок потребления электроэнергии поставщика последней надежды поэтому водоканалы могут отключены электроэнергии означает гуманитарную катастрофу пяти млн человек подчеркнула бабий требуем собрана снбо этим вопросам срочно продлить срок сотрудничества поставщиком последней надежды месяца нкрэку должна немедленно установить экономически обоснованные тарифы обеспечения деятельности правительство должно выделить средства покрытие разницы тарифах государственного резервного фонда - подытожила эксперт,0
10611,почему новиопский вырожденец хрюкает славянские народы ?,1
10612,запуск должен состояться конца 2019 года кому должен ? ссылку документ пожалуйста,0
10613,очевидно вата массово затыкает анусы пиндосы говна жоппу залили,1
10614,должно происходить откатыши напоминали ?,0
10615,подхрюкнул хряк блядский xd,1
10616,всё зависит среды созданной рабочего типа производства раньше тупого механического труда меньше станков тезис релевантен,0
10617,жить будут,0
10618,урод-нытик-девственник который называет хикканом передёргивай какие-нибудь дневники хача агрятся,1
10619,хрюкан работодатель годам мамка трапа подзаработает стриме интересно сколько лося пробьет ? поцелуи полюбому будут,1
10620,пароли значительного числа пользователей facebook доступны сотрудников социальной сети защищены прочтения говорится распространенном четверг заявлении компании ходе обычной проверки безопасности январе обнаружили пароли ряда пользователей находящиеся системе хранения внутренних данных соцсети - иф прочитать - сообщили facebook привлекло наше внимание поскольку наши системы входа соцсеть - иф устроены маскировать пароли помощи методов которые делают нечитаемыми - отметили компании руководстве соцсети также заявили уведомят тех пользователей которых затронул инцидент нарушением приватности данных пользователей западные сми сообщают пароли хранились незащищенном формате начиная 2012 года инцидент мог затронуть около 600 млн пользователей facebook мире cambridge analytica получила данные 87 млн пользователей facebook 05 апреля 2018 cambridge analytica получила данные 87 млн пользователей facebookчитать подробнее федеральная торговая комиссия сша начала расследование против facebook марте 2018 года сообщений британская консалтинговая фирма cambridge analytica незаконно получила данные 87 млн пользователей соцсети предполагается данные могли использованы ходе избирательной кампании сша 2016 году референдума выходе великобритании евросоюза brexit апреле мае 2018 года основатель глава facebook марк цукерберг конгрессе сша европарламенте признал ошибку принес извинения утечку данных марте федеральная прокуратура сша начала уголовное расследование связи сообщениями продаже компанией facebook inc. пользовательских данных другим компаниям,0
10621,ладно хорош рофлить те гоблин номер 2 таких,1
10622,скажи нахуй кто-то смотрит дёргания инвалидки несколько часов смотришь долбоеб знаешь сколько задонатили последнего рубля парализованная дцп-шница единственный дцпшник голову -,1
10623,рвусь засираю тред своими шизоидными пастами очевидно испытываю батхерт успешности нестермана,1
10624,ребята смотрите вижу националистов убивающих хачей честно жалости приехали сваю страну ололо получили щам убивают европейца хотется убить масульман поддерживаю израиль нацизм ? просто сдоровая реакция белого человека убить негра араба глупости прав правьте,1
10625,мусор голове сисян либерален русофобия ? вся оппозиция бэдконины заключается эта власть вместо совка минкульт бабло фильмы выдает оппозиционного,1
10626,лебиртарианцы могут против ограничения свободы знаю,0
10627,мимо хикка хикка чмо отклонениями психике поссал,1
10628,двигает будущее параше своюодолюбивых положенно сажать казематы должен пойти покачать нефть выкопать металлы уголь барина следующего утра нажиратся водярой сил барина вздернуть,1
10629,вроде более-менее вменяемая программа политике тв,0
10630,суть молодые топят экологию пока старичье проебывается самых бесполезных вредных планеты занятиях вроде круизных лайнеров,0
10631,задняя мысль покупке шлюхи ? ? ? ?,1
10632,стадо украинских свиней ? великие протоукры значит прародители казахстанцев,1
10633,пацаны короче шел сегодня политачу увидел этатиста флажком государство подскочил пояснил коммипидорашка спагом жопе угорел анкапу пацаны дух свободы живет анкапе убрать говно пацаны живут чопами контрактами ебут государства рот ! анкап хардкор ! ! ! nap хардкор анкап ! ! ! пацаны обоссывайте этатистов коммиблядей нациков социалистов угорайте выгоде любите nap репутацию контракты ! говорите открыто смело прямо лицо ! анкап !,1
10634,наличие процессора частотой менее 3100 мгц ос microsoft windows 10 pro 64 бессрочной лицензией антивирус касперского microsoft office продукты adobe 1с интересно посмотреть мотивационную часть нахуй именно 3 гига ? нахуй именно винда ? нахуй вообще винда ? нахуй именно мс оффис ? пусть сидят либреофисе пдфы смотреть гигов продуктов адобе нахуй всем 1с ? чо ставят 1с.уголовочку ? вроде 1сы такие жоркие разг0н зассал пруфлинки выложить намекает,0
10635,тебе ещё говорю баран тупоротый хуесосина выблядок,1
10636,свободных свобода ?,0
10637,алкоскоты сорвались визг перефорс браво пидорашки пора покинуть политач,1
10638,тебе какое дело лагушатников киви ? относятся тебе хуже туркам,1
10639,очередная шлюха которая отказывалась понимать уделяют внимание исключительно ради ебли других причин контактировать просто либо понимала рассчитывала объебать просто побухать чужой счет,1
10640,почему удалили фап-тред демонетками ? почему удалили тред котором спрашивал почему удалили тред демонетками ?,1
10641,чернявые чурки ариец первую очередь белый господин thread,1
10642,уровень тех тренды хохлов создаёт ?,1
10643,видел какую-то игрушку типа викингов раза amg равно статистической погрешности алсо показывал видосике 40к месяц говорил раньше около 100,0
10644,мандан против хохлов ?,1
10645,мужское государство звучит пидорски,1
10646,tolknews.ru ахуенный источник вообще проиграл новости барнаула алтайского края политике экономике обществе формате статей инфографики фото- видеорепортажей,0
10647,зарплаты руководителей 73 млн руб,0
10648,плесецк рядом морские ракеты пускали дизельных подлодок кроме тогдашних ракет требовался космодром ибо мелкие числе предполагались старты подготовленных площадок всем виноваты манси очевидно,0
10649,гитлер самый совершенный правитель истории человечества жаль вытираны жиды прочие пидорашки поняли результат имеем имеем,1
10650,модератор объяснись,1
10651,крайней мере либертарианство умирает из-за законов свободного рынка что-то слову истории очень мало примеров неудачного либертарианства зато удачный - сша пока проебали свои свободы правда зато попыток построить коммунизм - кучи коммунизм плох просто строят чисто насильственными методами слову существуют анком-общины нидеркауфунген например италии новой зеландии названия помню free state project что-то мутят излюбленных световым амишей считать анкомами масштаб маленький доказывает минимум анком малых масштабах жизнеспособен человек действует закону конституции насилие совершаемое им-легитимно законы устанавливает государство увы иначе именно оно распоряжается легитимностью насилия будете делать монополией ? монополия существовать свободном рынке монополия подразумевает насилие свободный рынок исключительно доброволен невероятно успешные компании порешаются рыночком размер компании издержек которых нажиться малый бизнес такими отраслями которыми обычные капиталисты справятся например космическая ? чегойт справятся ? справятся денег нужно пизды капиталисты могут объединяться скидываться общак собирать добровольные пожертвования населения слову минархизм предлагает отдать сложные отрасли вроде космоса ядерного оружия государству пока государство отомрет идеологический минархист - червь-пидор вообще свободном рыночке паромщик просто объединиться бизнесом получать какой-то процент общее взаимовыгодное предприятие котором придется насильственно собирать налоги паромщик постепенно снижать цены перевозки из-за повышения пассажиропотока появления конкурентов решил сотрудничать бизнесом,0
10652,блядь заткнись взлетаю нахуй,1
10653,днепре сотрудники охранной фирмы автоматами,0
10654,поясните че случилось ласт стриме хохлы,1
10655,хрипи пидорашечка такие убогие живут загоне делают скажут,1
10656,любит мою комми-парашу - либертарианцы новая грязноштанная методичка лол ? раньше антисоветчики фашистами затем русофобами затем русофобами-фашистами анкапы ?,1
10657,читал служил пидорас,1
10658,долбоеб молоко веганов тех кого непереносимость лактозы ваших колхозах веганов слышали вообще ? хотя кого спрашиваю нищий чубатый деревенщина сложнее сала видел кстати эта хуйня стоит дороже обычного молока охуеть ?,1
10659,верю бога делает плохим человеком успокойся шизик,1
10660,самоназвания контрактных юрисдикций могут любыми некотрым наравится община именно собрание единомышлеников общими взглядами жизнь нравится название анкаполенд - оно подчеркивает контрактная юрисдикция страна т.е единая территория своими законами кажется анкаполенд уютнее экстереториальных образований название анкапистан сути обозначает страну большим упором город так-то какие угодно названия иметь зависит учредителей,0
10661,против травли уебков против травли обычных людей проблема дебил блять ?,1
10662,предлагают ещё 3-5 минут ?,0
10663,выбора изначально фактически провайдеры отличаются названиями цены скорости одинаковые стабильность работы низкая,0
10664,дебилы кубанойдии своей встречке гоняет второй мелкобуквенный безграмотный хуесос жлобы тупые ненавижу южан типов,1
10665,какие ебала проплаченные ебанная лахта,1
10666,придумают фильтр заебали свинохохлы гранатами днепром,1
10667,мем заинтересует заинтересовал молодежь свое время смогут создать привлекательное молодежи комьюнити дохлый сип попытки бумера выглядить современным фоне игор мемное комьюнити очередь вполне стать основной серьезных вещей,0
10668,петушара приобщился гейропке гейропейским ценностям приобщился куколд-движу слизывает терпкий спермач нигров вагины своей жены,1
10669,согласен полное говно взлетело хайпе вокруг дружко кстати проект паниным хайповости дружко профиль матами пошлостями понял одна команда пилила взлетело трудом набрали 70к подписоты хотя голову выше контенту дружко панину перестали платить зарплате свалил проект свернули,0
10670,какую тему ? жиды пидорасы ? по-моему пришёл тред оскорбился хохлов обсуждают начал разводить разговоры своей мусорной странёнке ещё тему перекрывает долбоёбина иди таблеток наебни санитаров вызываю,1
10671,пидорыло хохлозависимое пропускаешь приём таблеток ?,1
10672,бля таким сюда першол че наванговал ? срочно бегу принимать таблэтку ебал сюда ходить,1
10673,кем разговариваешь шизик ?,1
10674,свиногитлер безразличен мунспик политача свинячьи правые - западный мем свиногитлер устоявшиеся погоняло егора просвирнина интернет среде жж лепре тирече лурке других сайтах хватит делать вид,1
10675,правильно сказал нужно истребить белых расистов рождения расисты праву рождения,1
10676,жаль слышать реалии оказались зубам мужчине быдло жиды неистребимы сожалению исправимы,1
10677,дегенерат хотят анальную модерацию какие тупые събитесь свой ычан заходите сюда,1
10678,ларин недавно высрал видео конфликты торт решил уйти музицирование хотя взгляд никакого музыкального таланта,0
10679,пидорашью свиносотню пидорнуть пусть цензоре перемоги нахрюкивают,1
10680,бляяяяяя порвался совок унижают,1
10681,интересно сдохнет ?,1
10682,неи тебе сяду лицо.шебм,1
10683,китай содержат страны первого мира первую очередь сша сначала перевозят китай заводы затем учат китайцев работать итоге покупают результаты труда,0
10684,заебали своими пидорахо-хохлятскими срачами,1
10685,предок пушкина африки предок прапрапрадед отец предок шо ? отец прапрадед тонкий маневр пидораш нового украл убил наебал - быстро смотрим фамилию - русская какая-то - поняяятно ! хабибка выиграл наш гаржусь ! ! выпрыгнул клетке ? абизьяна нирусская русский русске пазорит ! ! какого хера стал хохлом ? славян национальная принадлежность передается отцу преимущественно что-то слышал солипсист понятно,1
10686,хах лох снял прогнулся вся суть хомячков сисяна хррртьфу ебало чмохи,1
10687,вдумчиво сесть наушниками вылавливать маркеры которых обыватель знает накопать например искать следы влияния звуков друг друга следы изолированных звуков реконструировать фонемы которые складываются звуки разных позициях разные следы искать короче настоящая работа профессор пикеринг подтверждает,0
10688,тебе вообщем перестань двачевать телефона уходи,1
10689,смешно наблюдать всякие идиоты типа малишевского хаустова отказываются совместки марго аргументируя достаточно интеллектуал причем сами помимо бесполезной художественной литературы нихуя знают лол этих уебанов смотрит 10-15 человек воротят нос человека которому гости ходят преподы топовых вузов россии блоггеры-миллионники известные стримеры graykiddo курсе,1
10690,агентство darpa 2020 году планирует начать работу созданию ядерного ракетного двигателя задача разработка такого движка который использовать передвижения космических транспортников пределах лунной орбиты финансирование проекта составляет 10 млн называется roar reactor on a rocket военные сша всяком случае те которые имеют отношение этому проекту считают ядерные реакторы дадут возможность наладить эффективную систему передвижения космических аппаратов запас времени работы ядерного движка несколько большим стандартных двигателей применяющихся расчет строится расход рабочего тела идти медленнее качестве рабочего тела будут использовать жидкий газ возможно водород рабочее тело внутри двигателя нагревается происходит выброс сопло двигает космический корабль вперед дает возможность значительно увеличить эффективность использования ядерного топлива очередь означает размеры ракеты уменьшить часы полета сократить топливо ядерного движка урановым содержание изотопа u-235 составит 5 меньше 20 современных подводных лодках ядерным реактором используется топливо высоко обогащенным ураном процент содержания которого составляет вплоть 90 аэс используется слабо обогащенный уран 3-5 разработка ядерного движка намечена 2020 году момента планируется выполнить ряд научно-исследовательских работ часть посвящена созданию технологий которые планируется использовать реакторе проект представить виде конструктора lego которого отсутствуют некоторые элементов сожалению дата начала работы планируемое окончание проекта указано разработки могут вестись многие годы касается идеи использования ядерного двигателя космосе принадлежит darpa наса агентство совместно несколькими партнерами вело разработку начиная середины 20-го века проводились исследования созданию летательных аппаратов ядерной реактивной установкой ссср развития получили сша ссср трем основным причинам первая высокий риск аварии условии наличия ядерного реактора борту привести самым печальным последствиям вторая чисто технические сложности создании такого космического аппарата третья необходимость создания массивной радиационной защиты экипажа правда середине 20-го века разработчики пытались решить задачу создания аппарата который поднимался поверхности земли речь идет старте орбиты орбиту космический аппарат выводиться обычными ракетами-носителями химическом топливе принципе создать аппарат который стартовал поверхности планеты ядерном топливе возникает гораздо сложностей случае орбитальных работ кроме ранее ученые пытались создать ядерную электродвигательную установку случае реактор обеспечивает выработку электроэнергии которая подается электрические ракетные двигатели могут плазменными ионными разрабатывается именно ядерный ракетный двигатель рабочее тело которого поступает реактор разогревается выбрасывается сопло работы ведутся другими организациями например bwxt nuclear energy эта компания является наследницей babcock wilcox построившей первые мире ядерные реакторы атомные подводные лодки последние годы специалисты компании занимаются изучением надежности ядерных ракетных двигателей достоинством ядерного двигателя назвать конструкция реактора снижает объем топлива необходимого выполнения импульсных маневров движок перезапускать несколько космонавты будут находиться защищенном радиации отсеке говорить пилотируемых космических аппаратах darpa весьма многосторонняя организация недавно сообщалось занялась разработкой искусственного интеллекта нового поколения агентство считает новый ai порядков умнее своего предтечи рассуждать робот основываясь здравом смысле проект инвестировано гораздо ядерный двигатель миллионы долларов 2 млрд директор отдела dapra военной науке валери браунинг заявила сверхидея проекта ai next такова превратить машину инструмента порой очень достойного настоящего партнера сотрудника заслуживающего доверия,0
